Index,pKa
392,14.1
393,5.9
394,7.08
395,6.06
396,3.95
397,4.64
398,4.82
399,6.8
400,5.06
401,5.8
402,8
403,12.3
404,10.9
405,9.9
406,13
407,7.49
408,6
409,7.12
410,10.75
411,10.49
412,10.73
413,5.3
414,5.97
415,8.13
416,8.21
417,16
418,3.1
419,2.97
420,3.3
421,8.81
422,9.73
423,8.47
424,11.8
425,8.45
426,2.25
427,4.49
428,10
429,7.9
430,5.05
431,3.2
432,3.76
433,11.4
434,10.91
435,10.85
436,5.2
437,5.77
438,9.84
439,9.78
440,9.64
441,10.84
442,10.86
443,8.25
444,1.7
445,2.76
446,3.37
447,9.55
448,4.44
449,3.47
450,4.89
451,8.72
452,8.97
453,4.65
454,4.2
455,8.5
456,7.45
457,3.3
458,1.51
459,1.12
460,10.3
461,12.05
462,11.21
463,8.62
464,8.1
465,5.13
466,9.01
467,6.73
468,10.49
469,10.85
470,10.76
471,7.63
472,10.29
473,11.91
474,4.85
475,7.2
476,7.05
477,5.61
478,6.63
479,7.15
480,6.78
481,2.74
482,3.9
483,9.81
484,10.85
485,1.37
486,9.51
487,9
488,8.01
489,9.3
490,4.78
491,7.74
492,3.95
493,3.53
494,8.89
495,8.91
496,7.87
497,7.75
498,10.86
499,12.9
500,9.26
501,10.1
502,13.46
503,7.01
504,9.14
505,10.07
506,9.92
507,8.94
508,8.705
509,8.49
510,12.25
511,3.33
512,10.47
513,13.3
514,4.38
515,11.74
516,12.3
517,9.69
518,8.48
519,8.63
520,7.95
521,8.66
522,8.88
523,14.54
524,15.34
525,11.4
526,12.3
527,12.2
528,5.46
529,2.21
530,3.4
531,2.85
532,11.06
533,8.2
534,11.4
535,11.6
536,11.81
537,10.57
538,4.79
539,9
540,8.77
541,8.05
542,3.44
543,4.57
544,4.21
545,4.6
546,8.42
547,3.67
548,11.4
549,11.48
550,6.33
551,7.18
552,3.89
553,3.57
554,8.31
555,2.3
556,9.51
557,7.68
558,6.19
559,10.1
560,10.24
561,10.32
562,10.25
563,9.96
564,10.41
565,8.68
566,8.79
567,8.43
568,0.32
569,9.01
570,3.22
571,9.28
572,9.92
573,9.88
574,3.54
575,2.92
576,3.89
577,10.18
578,9.4
579,4.47
580,6
581,2.84
582,10.99
583,10.81
584,10.89
585,10.93
586,10.8
587,11.18
588,0.68
589,10.63
590,11.85
591,10
592,3.59
593,3.82
594,10.35
595,6.4
596,10.72
597,9.39
598,8.63
599,9.44
600,3.05
601,4.48
602,8.31
603,4.44
604,9.8
605,11.26
606,10.9
607,8.4
608,10.265
609,9.02
610,8.9
611,6.94
612,11.27
613,10.87
614,10.21
615,11.5
616,12.16
617,4.35
618,7.13
619,11.53
620,10.25
621,3.3
622,6.23
623,6.02
624,8.4
625,4.615
626,11.88
627,11.87
628,10.2
629,2.84
630,2.4
631,4.6
632,6.92
633,11.22
634,3.08
635,4.7
636,4.6
637,6.59
638,9.26
639,10.7
640,2.86
641,2.39
642,2.87
643,4.18
644,3.7
645,3.65
646,9.75
647,7.39
648,9.09
649,8.85
650,7.8
651,7.82
652,12.6
653,12.2
654,12.9
655,9.54
656,9.54
657,8.7
658,11.52
659,3.64
660,2.78
661,10.51
662,4.7
663,4.22
664,5.85
665,6.94
666,7.03
667,9.54
668,4.51
669,3.8
670,11.21
671,11.23
672,4.08
673,2.91
674,4.21
675,3
676,3.01
677,3
678,3.1
679,3.41
680,11.81
681,10.79
682,3
683,11.18
684,14.68
685,5.13
686,1.05
687,2.82
688,3.47
689,5.88
690,5.75
691,7.07
692,6.12
693,5.75
694,2.35
695,11.2
696,12.55
697,3.55
698,7.2
699,4.35
700,9.38
701,5.9
702,7.55
703,11.9
704,12.44
705,13.13
706,8.72
707,11.9
708,7.8
709,9.55
710,4.2
711,4.46
712,8.5
713,9.2
714,3.265
715,4.67
716,8.8
717,8.85
718,3.39333
719,2.76
720,6.54
721,12.4
722,10.335
723,10.295
724,11.6
725,3.48
726,6.55
727,4.21
728,11.82
729,8.33
730,2.66
731,6.3
732,10.84
733,7.02
734,6.84
735,2.17
736,9.8
737,7.5
738,9.6
739,13.07
740,11.8
741,8
742,6.67
743,8.92
744,4
745,4.16
746,7.5
747,9.85
748,9.1
749,2.8
750,1.1
751,9.8
752,3.5
753,5.9
754,10.2
755,11.1
756,3.76
757,6.91
758,8.7
759,5.79
760,6.38
761,6.07
762,4.44
763,6.38
764,7
765,3.1
766,7.34
767,4.13
768,8.12
769,3.41
770,8
771,3.83
772,10.8
773,10.6
774,11.5
775,13.74
776,4.95
777,5.01
778,4.2
779,8.3
780,5.5
781,9.5
782,11.07
783,3.94
784,7.2
785,3.65
786,2.76
787,7.24
788,5.77
789,9.46
790,10.32
791,9.9
792,9.84
793,8.68
794,8.8
795,8.45
796,3.59
797,9.85
798,9.8
799,5.7
800,6.4
801,9.05
802,12.53
803,7.53
804,9.45
805,12.68
806,13.8
807,4.32
808,8.91
809,10.69
810,7.4
811,4.19
812,4.24
813,10.2
814,4.22
815,12.81
816,10.94
817,7.6
818,4.17
819,4.19
820,3.38
821,4.29
822,6.73
823,4.18
824,9.2
825,10.93
826,7.5
827,10.71
828,7.2
829,3.7
830,5.08
831,4.98
832,9.7
833,6.7
834,10.53
835,2.7
836,6.18
837,11.25
838,9.44
839,1.5
840,4.86
841,1.26
842,2.84
843,8.24
844,2.56
845,3.16
846,10.23
847,7.17
848,13.18
849,9.66
850,7.24
851,5.8
852,5.28
853,10.89
854,5.52
855,10.72
856,7.69
857,7.47
858,2.88
859,16.76
860,4.7
861,8.19
862,14.37
863,11.3
864,6.06
865,9.07
866,2.355
867,9.4
868,4.07
869,8.05
870,10.75
871,5.1
872,9.7
873,8.05
874,15.54
875,11.8
876,14.04
877,9.47
878,8.4
879,3.08
880,0.23
881,8.67
882,7.53
883,5.36
884,8.99
885,9.38
886,6.3
887,9.54
888,9.55
889,9.64
890,4.65
891,11.19
892,1.89
893,12.69
894,2.55
895,5.12
896,7.64
897,7.75
898,6.54
899,5.84
900,5.17
901,4.03
902,7.9
903,14.18
904,14.47
905,8.8
906,8.25
907,7.65
908,2.7
909,9.5
910,9.73
911,2.27
912,5.35
913,3.22
914,3.12
915,4.25
916,4.57
917,2.39
918,3.86
919,2.88
920,4.04
921,11.08
922,4.8
923,4.53
924,4.45
925,4.5
926,2.38
927,8.365
928,6.7
929,11.43
930,3.61
931,11.05
932,8.2
933,4.54
934,4.1
935,5.67
936,5.59
937,7.8
938,7.97
939,2.86
940,2.02
941,13.5
942,7.57
943,3.67
944,3.76
945,3.53
946,1.79
947,2.69
948,6.12
949,5.92
950,3.99
951,9.46
952,8.73
953,2.24
954,2.78
955,9.07
956,0.92
957,2.82
958,4.15
959,4.23
960,8.02
961,8.35
962,10.7
963,12.14
964,7.3
965,9.86
966,2.5
967,15.97
968,16.14
969,14.88
970,2.35
971,11.48
972,10.56
973,8.02
974,6.27
975,5
976,1.9
977,2
978,6.48
979,6.38
980,9.92
981,15.58
982,17.03
983,2.2
984,12.13
985,2.75
986,14.34
987,10.78
988,11.14
989,11
990,7.68
991,5.04
992,4.74
993,3.22
994,5.75
995,2.96
996,3.28
997,1.59
998,3.3
999,2.23
1000,2.13
1001,2.31
1002,4.88
1003,6.95
1004,2
1005,2.99
1006,3.64
1007,1.68
1008,3.57
1009,3.51
1010,6.78
1011,-1.8
1012,-0.1
1013,5.4
1014,11.61
1015,3.84
1016,7.26
1017,14.7
1018,2.63
1019,3.96
1020,3.76
1021,4.09
1022,2.54
1023,3.22
1024,4.12
1025,4.14
1026,16.5
1027,20.5
1028,4.01
1029,9.75
1030,8.4
1031,2.37
1032,3.98
1033,6.65
1034,6.04
1035,10.9
1036,5.9
1037,8.35
1038,6.89
1039,9.65
1040,9.54
1041,9.26
1042,3.57
1043,2.16
1044,2.23
1045,3.44
1046,7.48
1047,2.96
1048,4.33
1049,4.79
1050,4.66
1051,4.83
1052,3.09
1053,3.38
1054,6.5
1055,4.9
1056,8.37
1057,9.46
1058,10.41
1059,3.54
1060,3.19
1061,5.15
1062,9.16
1063,5.82
1064,11.25
1065,5.2
1066,2.31
1067,5.61
1068,5.55
1069,4.8
1070,4.76
1071,3.76
1072,8.2
1073,3.61
1074,4.5
1075,7
1076,5.21
1077,4.89
1078,9.48
1079,2.31
1080,3.53
1081,11.37
1082,2.39
1083,1.99
1084,0.52
1085,8.14
1086,9.5
1087,2.85
1088,3.1
1089,4.08
1090,2.51
1091,1.47
1092,8.82
1093,5.45
1094,5.4
1095,8.24
1096,5.94
1097,4.82
1098,4.79
1099,3.77
1100,3.8
1101,3.72
1102,5.15
1103,4.59
1104,6.33
1105,2.31
1106,3.61
1107,2.365
1108,2.35
1109,4.13
1110,9.59
1111,4.03
1112,4.26
1113,0.67
1114,11.56
1115,12.8
1116,3.95
1117,8
1118,5.42
1119,14.21
1120,7.92
1121,7.98
1122,7.51
1123,3.7
1124,3.3
1125,7.75
1126,3.41
1127,2.69
1128,2.94
1129,2.68
1130,3.24
1131,2.83
1132,2.06
1133,1
1134,2.8
1135,2.7
1136,2.85
1137,8.4
1138,9.54
1139,8.92
1140,9.38
1141,10.94
1142,4.03
1143,3.46
1144,8.48
1145,3
1146,3.94
1147,7.05
1148,12.33
1149,6.09
1150,2.26
1151,10.84
1152,9.8
1153,9.93
1154,9.36
1155,9.83
1156,11.6
1157,11.12
1158,4.04
1159,0.75
1160,4.98
1161,4.35
1162,2.4
1163,6.4
1164,10.835
1165,3.54
1166,3.26
1167,3.3
1168,-1.22
1169,11.85
1170,1.91
1171,1.74
1172,2.67
1173,9.5
1174,3.99
1175,1.2
1176,5.65
1177,7.95
1178,11.52
1179,4.45
1180,1
1181,0.77
1182,4.2
1183,3.6
1184,4.5
1185,9.14
1186,3.12
1187,2.72
1188,1.7
1189,10.27
1190,3.09
1191,10.79
1192,11.43
1193,6.64
1194,7.44
1195,3.98
1196,3.325
1197,7.6
1198,10.25
1199,5.38
1200,15
1201,11.86
1202,5.8
1203,8.71
1204,7.65
1205,2.85
1206,7.3
1207,4.68
1208,4.28
1209,4.69
1210,5.12
1211,7.64
1212,8.85
1213,4.63
1214,9.48
1215,10.6
1216,4.615
1217,3.88
1218,5.02
1219,2.82
1220,8.38
1221,3.8
1222,3.83
1223,3.38
1224,1.965
1225,3.34
1226,2.98
1227,4.59
1228,3.16
1229,1.92
1230,2.87
1231,2.97
1232,1.9
1233,4.3
1234,8.7
1235,9.48
1236,10.8
1237,10.42
1238,4.72
1239,4.52
1240,5.145
1241,9.36
1242,10.79
1243,4.7
1244,6.68
1245,4.99
1246,4.645
1247,9.51
1248,10.66
1249,2.3
1250,4.11
1251,4.25
1252,10.22
1253,9.5
1254,8.7
1255,9.34
1256,8.9
1257,5.5
1258,9.77
1259,2.4
1260,4.85
1261,4.73
1262,5.03
1263,4.84
1264,3.81
1265,3.82
1266,3.78
1267,3.49
1268,4.015
1269,8.61
1270,2.34
1271,9.58
1272,2.32
1273,2.285
1274,2.21
1275,1.98
1276,2.35
1277,9.94
1278,4.37
1279,10.95
1280,7.92
1281,6.41
1282,4.91
1283,7.72
1284,3.33
1285,5.13
1286,2.75
1287,3.6
1288,3.7
1289,6.12
1290,7.7
1291,5.12
1292,8.26
1293,6.88
1294,7.77
1295,8.01
1296,6.6
1297,6.36
1298,7.8
1299,8.07
1300,7.71
1301,8.58
1302,5.48
1303,4.15
1304,4.18
1305,3.9
1306,10.23
1307,8.87
1308,3.4
1309,1.94
1310,1.5
1311,3.26
1312,8.99
1313,8.4
1314,-6.72
1315,8.94
1316,9.29
1317,8.96
1318,3.89
1319,5.82
1320,5.76
1321,8.81
1322,6.35
1323,9.32
1324,8.4
1325,8.39
1326,11.08
1327,4.6
1328,7.18
1329,7.03
1330,6.94
1331,6.77
1332,6.95
1333,2.03
1334,1.25
1335,6.2
1336,4.64
1337,5.24
1338,5.28
1339,-0.48
1340,2.95
1341,3.54
1342,7.13
1343,7.15
1344,10.47
1345,1.21
1346,-7.1
1347,7.15
1348,7.3
1349,10.84
1350,4.95
1351,9.5
1352,9.34
1353,10.52
1354,13.5
1355,9.91
1356,10.26
1357,10.14
1358,13.45
1359,3.25
1360,7.82
1361,8.6
1362,4.74
1363,7.81
1364,4.54
1365,9.19
1366,8.63
1367,9.37
1368,1.86
1369,2
1370,9.16
1371,9.2
1372,7.73
1373,8.79
1374,9.7
1375,7.48
1376,8.74
1377,8.91
1378,7.67
1379,9.95
1380,7.4
1381,9.97
1382,2.67
1383,4.2
1384,3.76
1385,3.66
1386,4.07
1387,3.85
1388,3.42
1389,5
1390,3.72
1391,3.41
1392,7.82
1393,9.64
1394,10
1395,8.74
1396,8.18
1397,11.5
1398,11.84
1399,11.11
1400,11.3
1401,10.55
1402,9.56
1403,3.07
1404,3.57
1405,10
1406,10.2
1407,10
1408,0.32
1409,10.06
1410,9.85
1411,10.68
1412,3.04
1413,5
1414,5.35
1415,4.6
1416,5.65
1417,4.51
1418,2.57
1419,-1.3
1420,9.63
1421,12.2
1422,13.1
1423,3.3
1424,9.83
1425,9.7
1426,-1.42
1427,1.63
1428,8.81
1429,9.23
1430,12.2
1431,3.85
1432,12.4
1433,10.4
1434,10.5
1435,3.5
1436,4
1437,10.6
1438,2.99
1439,3
1440,3.93
1441,3.5
1442,1.29
1443,1.08
1444,1.23
1445,4.6
1446,4.52
1447,9.6
1448,5.83
1449,5.26
1450,4.29
1451,4.19
1452,4.6
1453,5.15
1454,1.94
1455,3.32
1456,3.26
1457,2.2
1458,3.1
1459,4.04
1460,3.95
1461,6
1462,2.95
1463,2.63
1464,2.94
1465,2.5
1466,9.48
1467,2.23
1468,4.26
1469,3.3
1470,10.15
1471,10.11
1472,4.36
1473,0.9
1474,3.4
1475,1.18
1476,4.58
1477,7.82
1478,11.23
1479,4.2
1480,6.35
1481,3.96
1482,4.31
1483,4.88
1484,3.9
1485,2.27
1486,10.58
1487,6.46
1488,9.34
1489,3.97
1490,6.42
1491,5.7
1492,3.21
1493,2.8
1494,5.48
1495,14.65
1496,2.95
1497,12.01
1498,4.785
1499,9.82
1500,11.33
1501,4.89
1502,4.18
1503,4.71
1504,4.74
1505,4.39
1506,3.55
1507,3.775
1508,4.26
1509,3.59
1510,9.87
1511,9.25
1512,2.95
1513,9.73
1514,4.86
1515,4.83
1516,4.97
1517,5.32
1518,8.68
1519,9.62
1520,3.57
1521,3.25
1522,4.02
1523,4.44
1524,3.8
1525,11.94
1526,2.95
1527,7.27
1528,4.89
1529,9.14
1530,2.58
1531,4.46
1532,3.24
1533,3.48
1534,1.41
1535,4.46
1536,2.17
1537,1.96
1538,2.02
1539,3.97
1540,2.73
1541,5.43
1542,8.92
1543,3.82
1544,3.73
1545,3.83
1546,5.96
1547,7.4
1548,3.79
1549,4.9
1550,2.93
1551,3.9
1552,3.61
1553,3.69
1554,3.21
1555,3.1
1556,7.4
1557,8.26
1558,6.61
1559,3.98
1560,2.95
1561,-6.93
1562,3.9
1563,4.16
1564,3.88
1565,3.83
1566,3.99
1567,10.58
1568,5.85
1569,8.6
1570,7.75
1571,6.35
1572,3.25
1573,2.98
1574,7.89
1575,8.63
1576,7.72
1577,3.7
1578,1.76
1579,3.47
1580,2.23
1581,2.24
1582,6.33
1583,8.57
1584,9.21
1585,7.01
1586,7.6
1587,7.3
1588,7.85
1589,4.57
1590,4.09
1591,9.8
1592,10.54
1593,6.63
1594,10.8
1595,10.03
1596,4.85
1597,11.25
1598,10.89
1599,6
1600,12.63
1601,12.1
1602,10.01
1603,9.35
1604,8.6
1605,-1.7
1606,7.8
1607,4.9
1608,10.3
1609,8.84
1610,11.84
1611,7.8
1612,10.445
1613,10.4
1614,8.02
1615,5.89
1616,6.3
1617,8.85
1618,7.6
1619,9.65
1620,9.45
1621,8
1622,8.1
1623,10.24
1624,4.28
1625,4.36
1626,3.43
1627,3.23
1628,7.53
1629,8.86
1630,5.64
1631,5.4
1632,6.87
1633,4.25
1634,3.96
1635,7.6
1636,7.3
1637,4.31
1638,4.29
1639,5.9
1640,2.44
1641,7.38
1642,7.31
1643,12.35
1644,8.62
1645,12.3
1646,12
1647,8.7
1648,9.4
1649,-0.67
1650,8.9
1651,5.07
1652,7.6
1653,7.58
1654,10.75
1655,11.1
1656,14
1657,4.55
1658,8.9
1659,3.58
1660,5.32
1661,11.04
1662,0.9
1663,1.72
1664,3.09
1665,4.84
1666,8.61
1667,8.71
1668,6.77
1669,9.49
1670,7.4
1671,7.1
1672,8.05
1673,7.39
1674,3.7
1675,7.39
1676,6.74
1677,8.68
1678,3.61
1679,3.53
1680,10.71
1681,8
1682,9.15
1683,10
1684,12.45
1685,9.15
1686,8.98
1687,10.7
1688,9.12
1689,0.8
1690,8.65
1691,9.92
1692,0.3
1693,6.2
1694,8.84
1695,10.22
1696,10.22
1697,9.28
1698,0.38
1699,10.24
1700,9.7
1701,9.82
1702,9.92
1703,12.43
1704,8.75
1705,4.19
1706,1.82
1707,1.47
1708,4.45
1709,4.34
1710,9.28
1711,4.55
1712,4.64
1713,4.36
1714,7.83
1715,-6.56
1716,6.76
1717,6.39
1718,9.47
1719,6.47
1720,9.43
1721,9.74
1722,9.32
1723,6.6
1724,2.925
1725,7.75
1726,12.45
1727,12.8
1728,9.73
1729,11
1730,10.5
1731,10.9
1732,11.27
1733,11.4
1734,10
1735,8.99
1736,9.53
1737,9.51
1738,12.95
1739,11.7
1740,9.39
1741,2.6
1742,8.32
1743,2.08
1744,10.7
1745,1.3
1746,5.35
1747,10.02
1748,9.83
1749,8.1
1750,6.15
1751,10.36
1752,10.56
1753,10.13
1754,10.6
1755,10.23
1756,10.15
1757,10.16
1758,4.58
1759,3.64
1760,1.89
1761,10.09
1762,9.79
1763,5.3
1764,4.2
1765,9.77
1766,9.66
1767,7.31
1768,10
1769,3.1
1770,2.94
1771,7.01
1772,6.6
1773,10.4
1774,10.16
1775,9.85
1776,9.19
1777,11.06
1778,10.47
1779,9.98
1780,9.72
1781,10.63
1782,9.62
1783,8.98
1784,5.4
1785,1.79
1786,3.5
1787,9.5
1788,7.32
1789,8.02
1790,7.98
1791,9.3
1792,8.79
1793,3.2
1794,2.61
1795,2.4
1796,4.21
1797,12.4
1798,3.5
1799,4.58
1800,4.55
1801,10.21
1802,5.21
1803,4.89
1804,5.05
1805,4.85
1806,10.68
1807,4.6
1808,4.37
1809,3.2
1810,-0.35
1811,9.7
1812,10.5
1813,9.74
1814,9.04
1815,9.15
1816,5.46
1817,5.37
1818,11.8
1819,12.85
1820,4.94333
1821,9.94
1822,4.965
1823,4.88
1824,5.13
1825,4.8
1826,4.82
1827,5.79
1828,4.04
1829,4.23
1830,3.6
1831,4.76
1832,4.88
1833,8.81
1834,8.72
1835,9.19
1836,7.75
1837,8.7
1838,4.96
1839,8.62
1840,8.08
1841,3.22
1842,4.24
1843,2.88
1844,9.48
1845,8.68
1846,5.75
1847,6.31
1848,3.53
1849,3.45
1850,3.55
1851,11.9
1852,3.53
1853,3.6
1854,6.13
1855,8.25
1856,3.52
1857,1.42
1858,10.78
1859,1.62
1860,7.92
1861,8.19
1862,7.52
1863,8.25
1864,8.65
1865,8.8
1866,8.33
1867,7.95
1868,7.4
1869,-0.35
1870,-1.37
1871,2.12
1872,2.64
1873,1.3
1874,0.4
1875,3.63
1876,2.9
1877,4.2
1878,3.33
1879,2.71
1880,3.38
1881,7.24
1882,3.29
1883,4.56
1884,3.2
1885,3.73
1886,7.65
1887,18.04
1888,3.96
1889,3.09
1890,6.3
1891,6.41
1892,3
1893,2.71
1894,4.03
1895,3.77
1896,3.36
1897,11.46
1898,8.62
1899,4.06
1900,3.27
1901,3.63
1902,3
1903,2.59
1904,4.07
1905,3.43
1906,4.13
1907,18.46
1908,3.2
1909,3.62
1910,2.95
1911,2.7
1912,3.79
1913,3.26
1914,8.31
1915,7.05
1916,16.65
1917,5.19
1918,9.05
1919,7.98
1920,3.75
1921,5.09
1922,3.62
1923,3.17
1924,2.55
1925,2.91
1926,3.65
1927,2.91
1928,2.98
1929,3.2
1930,3.18
1931,3.55
1932,3.45
1933,5.4
1934,3.14
1935,3.03
1936,3.15
1937,2.89
1938,7.05
1939,11.06
1940,2.84
1941,9.85
1942,12.09
1943,5.3
1944,7.91
1945,9.89
1946,3.2
1947,6.51
1948,6.67
1949,7.92
1950,4.09
1951,3.91
1952,4.23
1953,4.77
1954,9.91
1955,7.9
1956,10.37
1957,4.37
1958,7.32
1959,7.26
1960,3.92
1961,7.92
1962,2.79
1963,6.3
1964,4.23
1965,8.88
1966,3.52
1967,3.77
1968,3.75
1969,7.75
1970,7.24
1971,7.91
1972,4.45
1973,4.05
1974,8.34
1975,10.3
1976,8.89
1977,7.8
1978,4.32
1979,3.92
1980,4.68
1981,4.71
1982,3.83
1983,3.84
1984,3.15
1985,3.8
1986,10.5
1987,5.33
1988,2.59
1989,12.3
1990,12.8
1991,7.9
1992,10.94
1993,6.15
1994,5.81
1995,10.98
1996,10.89
1997,8.89
1998,8.04
1999,8.08
2000,2.42
2001,9.38
2002,8.9
2003,8.36
2004,6.97
2005,7.6
2006,8.07
2007,13.05
2008,9.26
2009,8.55
2010,3.49
2011,4.05
2012,8.9
2013,9.035
2014,7.98
2015,8.25
2016,7.22
2017,11.4
2018,11.74
2019,4.7
2020,12.8
2021,11.56
2022,11.55
2023,12.3
2024,1.9
2025,12.52
2026,15.84
2027,11.5
2028,9.75
2029,2.9
2030,8.6
2031,6.35
2032,9.4
2033,5.23
2034,9.72
2035,5.46
2036,4.4
2037,7.81
2038,8.22
2039,10.29
2040,3.79
2041,3.97
2042,4.41
2043,4.3
2044,3.23
2045,3.73
2046,3.57
2047,3.52
2048,3.46
2049,3.86
2050,3.78
2051,3.79
2052,3.85
2053,4.36
2054,4.17
2055,4.18
2056,9.34
2057,9.05
2058,3.84
2059,4.13
2060,4.38
2061,3.84
2062,4.54
2063,4.35
2064,3.15
2065,3.18
2066,3.17
2067,4.23
2068,4.4
2069,5
2070,-0.9
2071,9.6
2072,1.93
2073,4.96
2074,1.4
2075,7.7
2076,8.52
2077,7.49
2078,2.255
2079,6.1
2080,10.85
2081,8.98
2082,11.4
2083,11.96
2084,6.42
2085,7.58
2086,8.02
2087,8.12
2088,10.23
2089,11.02
2090,11.34
2091,9.13
2092,7.295
2093,5.48
2094,5.75
2095,5.03
2096,4.35
2097,9.3
2098,11.78
2099,11.96
2100,10.64
2101,10.9
2102,10.55
2103,12.64
2104,2.05
2105,4.4
2106,9.92
2107,3.65
2108,4.36
2109,7.6
2110,2.9
2111,11.21
2112,8.88
2113,10.96
2114,8.25
2115,7.46
2116,10.61
2117,3.93
2118,2.37
2119,2.77
2120,9.6
2121,7
2122,11.41
2123,11.23
2124,2.73
2125,2.76333
2126,4.32
2127,10.85
2128,5.6
2129,4.7
2130,4.825
2131,11.9
2132,4.63
2133,4.515
2134,6.37
2135,3.645
2136,10.97
2137,9.2
2138,9.86
2139,4.91
2140,4.86
2141,8.48
2142,8.23
2143,4.98
2144,5.05
2145,8.75
2146,3.61
2147,4.53
2148,5.06
2149,5.65
2150,12.16
2151,4.7
2152,5.15
